repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
villekuosmanen/agilex_take_clothes_into_backpack,villekuosmanen,arx5_bimanual,16,3900,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take the gray clothes out of the backpack.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_takemahjong,villekuosmanen,arx5_bimanual,19,16107,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take a mahjong tile from the mahjong wall and then place it on the table close to you.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_off_lid_of_ice_box,villekuosmanen,arx5_bimanual,20,9285,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the ice cube tray, remove its lid, and then place both the tray and the lid back on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_out_chips_from_packaging,villekuosmanen,arx5_bimanual,20,10514,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the green tub of chips from the desk, pull out the transparent container with the chips inside partially, and then place the chips back on the desk.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_out_glassescase_from_bag,villekuosmanen,arx5_bimanual,20,14638,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take the glasses case out of the canvas bag and put it on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_takeout_insert_usb,villekuosmanen,arx5_bimanual,20,18200,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take the USB flash drive out of the black sponge and insert it into the slot on top of the black USB adpator box.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
bdharva/eval_act_so100_benchy_test,bdharva,so100,10,4301,30,"observation.images.low,observation.images.high",2,"observation.images.low,observation.images.high",True,1,"{""0"": ""Pick up benchy and put it in a bin""}",False,True,"action,observation.state,observation.images.low,observation.images.high,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_out_pen_lid,villekuosmanen,arx5_bimanual,20,9759,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the pen and remove the cap.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_out_spary_lid,villekuosmanen,arx5_bimanual,20,5089,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the sprayer with the left hand and remove the lid with the right hand then place it on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_out_tissue,villekuosmanen,arx5_bimanual,20,6201,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up a packet of tissues from the table with the left hand, then take a tissue from it with the right hand.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_take_sponge_from_box,villekuosmanen,arx5_bimanual,20,6935,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Take out the cleaning sponge from the paper lunch box and place it on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_tape_on_second_layer,villekuosmanen,arx5_bimanual,26,16692,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Open the second layer of the drawer on the table, pick up the transparent tape on the table and put it in, and finally close the drawer.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_tape_on_third_layer,villekuosmanen,arx5_bimanual,20,10918,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Open the third layer of the drawer on the table, pick up the transparent tape on the table and put it in, and finally close the drawer.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_tian_fold_cloth,villekuosmanen,arx5_bimanual,20,22565,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Fold the bottom side of the T-shirt horizontally towards the center, about one-third of the way, then fold the sleeve back towards the center, creating a straight line along the edge of the T-shirt, and finally fold the bottom of the T-shirt up towards the top, creating a neat rectangle.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
LegrandFrederic/Orange-brick,LegrandFrederic,so-100,50,3229,10,"observation.images.main.left,observation.images.main.right,observation.images.secondary_0",3,"observation.images.main.left,observation.images.main.right,observation.images.secondary_0",True,1,"{""0"": ""Put the orange brick in the pencil pot""}",False,False,"action,timestamp,episode_index,frame_index,task_index,index,observation.state,observation.images.main.left,observation.images.main.right,observation.images.secondary_0",1000,1,v2.0
LegrandFrederic/Orange-brick-in-bamboo-pot,LegrandFrederic,so-100,50,3229,10,"observation.images.main.left,observation.images.main.right,observation.images.secondary_0",3,"observation.images.main.left,observation.images.main.right,observation.images.secondary_0",True,1,"{""0"": ""Put the orange brick in the pencil pot""}",False,False,"action,timestamp,episode_index,frame_index,task_index,index,observation.state,observation.images.main.left,observation.images.main.right,observation.images.secondary_0",1000,1,v2.0
villekuosmanen/agilex_tian_open_box_pick_bottle,villekuosmanen,arx5_bimanual,20,16869,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Remove the lid of the round box, pick up the small white medicine bottle inside, and place it on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_tian_open_laptop_press_keyboard,villekuosmanen,arx5_bimanual,20,15415,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Open the lid of the laptop and use the keypad to enter the password \""123\"".""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_tian_put_red_book_top,villekuosmanen,arx5_bimanual,21,22101,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the red book and place it on top of the black book.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_turn_off_light,villekuosmanen,arx5_bimanual,20,4924,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Raise the arm to find the leftmost switch on the wall and turn off the lights.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_turn_on_light,villekuosmanen,arx5_bimanual,20,4850,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Raise the arm to find the leftmost switch on the wall and turn on the lights.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_turn_over_foam_mahjong,villekuosmanen,arx5_bimanual,20,5099,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the foam mahjong on the table and turn it over.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_unplug_charger,villekuosmanen,arx5_bimanual,20,9373,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Unplug the white charger from the socket, then place it next to the socket.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_unplug_data_cable,villekuosmanen,arx5_bimanual,20,7132,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Unplug the data cable of the portable hard drive.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_unscrew_cap,villekuosmanen,arx5_bimanual,20,13955,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Unscrew the cap from the plastic bottle on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/eval_act_koch_test_50_episodes_4,RobotisSW,koch,10,3100,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_unwind_charging_cable,villekuosmanen,arx5_bimanual,20,11017,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Unfold the white charging cable into a straight cable.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_unzip_the_bag,villekuosmanen,arx5_bimanual,20,5883,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the transparent plastic file bag with a blue zipper and open its zipper.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_up_down_cube,villekuosmanen,arx5_bimanual,20,12276,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Rotate the Rubik's Cube so that the bottom side is facing up.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wash_cup_1,villekuosmanen,arx5_bimanual,20,9385,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the mug next to the sink, go to the faucet to get some water, pour the water into the sink, and finally put the mug back to its place.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wash_cup_2,villekuosmanen,arx5_bimanual,20,8424,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the mug next to the sink, go to the faucet to get some water, pour the water into the sink, and finally put the mug back to its place.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wash_cup_3,villekuosmanen,arx5_bimanual,12,4032,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the mug next to the sink, go to the faucet to get some water, pour the water into the sink, and finally put the mug back to its place.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wash_cup_6,villekuosmanen,arx5_bimanual,5,2986,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the mug next to the sink, go to the faucet to get some water, pour the water into the sink, and finally put the mug back to its place.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wash_water,villekuosmanen,arx5_bimanual,21,11825,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the mug next to the sink, go to the faucet to get some water, pour the water into the sink, and finally put the mug back to its place.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_water_plant_1,villekuosmanen,arx5_bimanual,18,7947,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the watering can from the table, water the potted plant, and put the can back.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_water_plant_2,villekuosmanen,arx5_bimanual,19,7919,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the watering can from the table, water the potted plant, and put the can back.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_water_plant_4,villekuosmanen,arx5_bimanual,30,12555,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the watering can from the table, water the potted plant, and put the can back.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_cherry,villekuosmanen,arx5_bimanual,20,12778,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Use the wet wipes on the table to wipe the cherry juice off the table, then put the wipes back on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_desk,villekuosmanen,arx5_bimanual,20,5291,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the tabletop with a clean cloth to remove dust and stains.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
NONHUMAN-RESEARCH/so100_test,NONHUMAN-RESEARCH,so100,15,8940,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a black marker and put in the box""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_glass_water,villekuosmanen,arx5_bimanual,20,9384,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the sponge from the table, wipe the water off the glass, and finally place the sponge back on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_laptop_water,villekuosmanen,arx5_bimanual,17,5149,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Pick up the rag and use it to wipe the water off the lid of the laptop on the table.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_b2f,villekuosmanen,arx5_bimanual,20,6862,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the table from back to front using the rag.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_f2b,villekuosmanen,arx5_bimanual,20,6289,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the table from front to back using the rag.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_l2r,villekuosmanen,arx5_bimanual,20,7758,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the table from left to right using the rag.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_l2r_avoid,villekuosmanen,arx5_bimanual,20,17932,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Move the sponge from left to right to wipe the table, avoiding obstacles on the table, and finally reaching the bottle of mineral water.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_r2l,villekuosmanen,arx5_bimanual,20,8249,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the table from right to left using the rag.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
stevenoh2003/ur5,stevenoh2003,my_robot,2,35,10,observation.images.cam0,1,,False,2,"{""0"": ""my_rosbag_task_ep0"", ""1"": ""my_rosbag_task_ep1""}",False,False,"observation.state,action,observation.velocity,observation.effort,observation.images.cam0,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_table_r2l_avoid,villekuosmanen,arx5_bimanual,20,16326,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Move the sponge from right to left to wipe the table, avoiding obstacles on the table, and finally reaching the bottle of mineral water.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
stevenoh2003/tesst6,stevenoh2003,my_robot,2,35,10,observation.images.cam0,1,,False,2,"{""0"": ""my_rosbag_task_ep0"", ""1"": ""my_rosbag_task_ep1""}",False,False,"observation.state,action,observation.velocity,observation.effort,observation.images.cam0,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rgarreta/koch_pick_place_lego_v4,rgarreta,koch,2,663,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
stevenoh2003/test7,stevenoh2003,my_robot,3,136,10,observation.images.cam0,1,,False,3,"{""0"": ""my_rosbag_task_ep0"", ""1"": ""my_rosbag_task_ep1"", ""2"": ""my_rosbag_task_ep2""}",False,False,"observation.state,action,observation.velocity,observation.effort,observation.images.cam0,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_whitboard_wdy,villekuosmanen,arx5_bimanual,37,20152,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Grab the whiteboard eraser that is attached to the surface of the whiteboard and use it to clean the writing on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_wipe_whiteboard,villekuosmanen,arx5_bimanual,20,10500,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Wipe the whiteboard clean using the black magnetic whiteboard eraser attached to the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_0,villekuosmanen,arx5_bimanual,5,3752,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 0 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
villekuosmanen/agilex_write_board_1,villekuosmanen,arx5_bimanual,5,2302,25,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Reach to the right to find the marker pen, pick it up, and write the number 1 on the whiteboard.""}",False,False,"action,observation.state,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
